game_date,visitor_team,visitor_goals,home_team,home_goals,attendance,game_lenght,game_decided
2024-04-18,Edmonton Oilers,4,Pittsburgh Penguins,0,"17,753",2:26,
2024-04-18,St. Louis Blues,5,Boston Bruins,1,"17,850",2:22,
2024-04-18,New York Islanders,0,Los Angeles Kings,3,"17,061",2:22,
2024-04-18,New Jersey Devils,1,New York Rangers,3,"18,006",2:21,
2024-04-18,Washington Capitals,0,Winnipeg Jets,3,"13,716",2:26,
2024-04-18,Detroit Red Wings,3,Buffalo Sabres,7,"15,529",2:25,
2024-04-18,New York Rangers,1,Carolina Hurricanes,0,"18,859",2:23,
2024-04-18,Colorado Avalanche,6,Calgary Flames,2,"17,185",2:32,
2024-04-18,Anaheim Ducks,2,Chicago Blackhawks,7,"18,017",2:30,
2024-04-18,Florida Panthers,4,Dallas Stars,3,"18,532",2:31,
2024-04-18,Arizona Coyotes,1,Minnesota Wild,4,"18,231",2:28,
2024-04-18,Columbus Blue Jackets,0,Montreal Canadiens,3,"21,105",2:22,
2024-04-18,Pittsburgh Penguins,1,Ottawa Senators,2,"19,236",2:28,OT
2024-04-18,San Jose Sharks,2,Philadelphia Flyers,3,"18,289",2:32,
2024-04-18,Vegas Golden Knights,5,Seattle Kraken,4,"17,151",2:30,OT
2024-04-18,Washington Capitals,2,Edmonton Oilers,7,"18,347",2:34,
2024-04-18,Los Angeles Kings,1,St. Louis Blues,3,"18,096",2:28,
2024-04-18,Colorado Avalanche,4,Vancouver Canucks,3,"18,880",2:27,OT
2024-04-18,Nashville Predators,4,Winnipeg Jets,2,"13,331",2:32,
2024-04-18,New York Islanders,0,Buffalo Sabres,4,"15,637",2:20,
2024-04-18,Florida Panthers,0,Carolina Hurricanes,4,"18,700",2:30,
2024-04-18,Ottawa Senators,3,Columbus Blue Jackets,2,"15,667",2:36,SO
2024-04-18,Vegas Golden Knights,1,Calgary Flames,4,"16,998",2:30,
2024-04-18,New Jersey Devils,6,Dallas Stars,2,"18,532",2:25,
2024-04-18,Arizona Coyotes,4,Detroit Red Wings,1,"18,580",2:31,
2024-04-18,Anaheim Ducks,0,Minnesota Wild,2,"18,376",2:21,
2024-04-18,Boston Bruins,2,Montreal Canadiens,1,"21,105",2:21,OT
2024-04-18,Toronto Maple Leafs,6,Philadelphia Flyers,2,"19,158",2:39,
2024-04-18,San Jose Sharks,3,Pittsburgh Penguins,6,"17,027",2:31,
2024-04-18,Washington Capitals,2,Seattle Kraken,1,"17,151",2:24,
2024-04-18,New York Rangers,3,Tampa Bay Lightning,6,"19,092",2:30,
2024-04-18,Los Angeles Kings,5,Chicago Blackhawks,0,"19,528",2:27,
2024-04-18,Anaheim Ducks,0,Winnipeg Jets,6,"15,225",2:22,
2024-04-18,New Jersey Devils,1,Arizona Coyotes,4,"4,600",2:23,
2024-04-18,Philadelphia Flyers,5,Boston Bruins,6,"17,850",2:34,
2024-04-18,San Jose Sharks,2,Columbus Blue Jackets,4,"16,967",2:23,
2024-04-18,Montreal Canadiens,2,Calgary Flames,5,"19,183",2:25,
2024-04-18,Los Angeles Kings,1,Dallas Stars,4,"18,532",2:27,
2024-04-18,Buffalo Sabres,1,Detroit Red Wings,4,"19,515",2:27,
2024-04-18,Colorado Avalanche,3,Edmonton Oilers,2,"18,347",2:38,OT
2024-04-18,Tampa Bay Lightning,5,Florida Panthers,3,"19,396",2:48,
2024-04-18,Ottawa Senators,4,New York Islanders,3,"17,255",2:37,OT
2024-04-18,New York Rangers,7,Pittsburgh Penguins,4,"17,811",2:28,
2024-04-18,Nashville Predators,4,Seattle Kraken,1,"17,151",2:24,
2024-04-18,Minnesota Wild,2,St. Louis Blues,3,"18,096",2:44,SO
2024-04-18,Carolina Hurricanes,5,Toronto Maple Leafs,4,"19,103",2:45,SO
2024-04-18,Washington Capitals,2,Vancouver Canucks,1,"18,859",2:22,
2024-04-18,Winnipeg Jets,6,Columbus Blue Jackets,1,"16,193",2:26,
2024-04-18,San Jose Sharks,2,Chicago Blackhawks,5,"18,426",2:22,
2024-04-18,New York Islanders,2,New York Rangers,5,"18,006",2:26,
2024-04-18,Carolina Hurricanes,7,Ottawa Senators,2,"16,273",2:20,
2024-04-18,Detroit Red Wings,3,Pittsburgh Penguins,6,"17,191",2:27,
2024-04-18,Anaheim Ducks,2,St. Louis Blues,4,"18,096",2:28,
2024-04-18,New Jersey Devils,1,Vegas Golden Knights,3,"18,234",2:28,
2024-04-18,Washington Capitals,5,Calgary Flames,2,"16,793",2:37,
2024-04-18,Buffalo Sabres,6,Seattle Kraken,2,"17,151",2:20,
2024-04-18,Minnesota Wild,4,Anaheim Ducks,0,"16,239",2:22,
2024-04-18,Ottawa Senators,2,Boston Bruins,6,"17,850",2:38,
2024-04-18,Columbus Blue Jackets,3,Detroit Red Wings,4,"17,707",2:25,OT
2024-04-18,Montreal Canadiens,2,Edmonton Oilers,3,"18,347",2:32,OT
2024-04-18,Chicago Blackhawks,2,Los Angeles Kings,6,"18,145",2:23,
2024-04-18,Pittsburgh Penguins,2,New Jersey Devils,5,"15,605",2:27,
2024-04-18,San Jose Sharks,2,Nashville Predators,8,"17,159",2:24,
2024-04-18,Carolina Hurricanes,4,New York Islanders,1,"17,255",2:15,
2024-04-18,Winnipeg Jets,4,New York Rangers,2,"18,006",2:30,
2024-04-18,Toronto Maple Leafs,3,Philadelphia Flyers,4,"18,623",2:29,
2024-04-18,Colorado Avalanche,4,St. Louis Blues,3,"18,096",2:25,
2024-04-18,Buffalo Sabres,2,Vancouver Canucks,3,"18,733",2:30,
2024-04-18,Tampa Bay Lightning,5,Vegas Golden Knights,3,"17,789",2:29,
2024-04-18,Arizona Coyotes,2,Dallas Stars,5,"18,532",2:23,
2024-04-18,Minnesota Wild,0,Los Angeles Kings,6,"17,086",2:30,
2024-04-18,Toronto Maple Leafs,7,Washington Capitals,3,"17,727",2:30,
2024-04-18,Chicago Blackhawks,0,Anaheim Ducks,4,"15,880",2:28,
2024-04-18,New York Rangers,5,Boston Bruins,2,"17,850",2:24,
2024-04-18,Philadelphia Flyers,2,Carolina Hurricanes,3,"18,700",2:34,OT
2024-04-18,New York Islanders,3,Detroit Red Wings,6,"18,868",2:31,
2024-04-18,Buffalo Sabres,3,Edmonton Oilers,8,"18,347",2:26,
2024-04-18,Nashville Predators,3,Florida Panthers,0,"19,780",2:31,
2024-04-18,Winnipeg Jets,1,New Jersey Devils,4,"15,570",2:28,
2024-04-18,St. Louis Blues,5,Ottawa Senators,2,"16,040",2:21,
2024-04-18,Tampa Bay Lightning,4,San Jose Sharks,1,"10,315",2:23,
2024-04-18,Montreal Canadiens,1,Vancouver Canucks,4,"18,804",2:22,
2024-04-18,Seattle Kraken,1,Vegas Golden Knights,3,"18,033",2:34,
2024-04-18,Seattle Kraken,1,Arizona Coyotes,2,"4,600",2:35,OT
2024-04-18,Columbus Blue Jackets,1,Colorado Avalanche,6,"18,117",2:20,
2024-04-18,Pittsburgh Penguins,2,Dallas Stars,4,"18,532",2:28,
2024-04-18,Carolina Hurricanes,6,Washington Capitals,7,"18,573",3:02,SO
2024-04-18,Tampa Bay Lightning,3,Los Angeles Kings,4,"18,318",2:24,OT
2024-04-18,St. Louis Blues,5,Minnesota Wild,4,"19,090",2:37,OT
2024-04-18,Ottawa Senators,5,New Jersey Devils,2,"16,514",2:20,
2024-04-18,Detroit Red Wings,0,Nashville Predators,1,"17,836",2:23,
2024-04-18,Winnipeg Jets,3,New York Islanders,6,"17,255",2:29,
2024-04-18,Florida Panthers,3,New York Rangers,4,"18,006",2:44,SO
2024-04-18,Boston Bruins,2,Philadelphia Flyers,3,"18,623",2:35,
2024-04-18,Chicago Blackhawks,5,San Jose Sharks,4,"17,435",2:28,OT
2024-04-18,Edmonton Oilers,3,Toronto Maple Leafs,6,"19,342",2:33,
2024-04-18,Calgary Flames,2,Vancouver Canucks,4,"18,903",2:24,
2024-04-18,Columbus Blue Jackets,2,Vegas Golden Knights,4,"18,225",2:24,
2024-04-18,Tampa Bay Lightning,3,Anaheim Ducks,2,"16,152",2:25,OT
2024-04-18,Dallas Stars,4,Arizona Coyotes,2,"4,600",2:29,
2024-04-18,Toronto Maple Leafs,1,Carolina Hurricanes,2,"18,723",2:30,
2024-04-18,Buffalo Sabres,4,Calgary Flames,1,"16,497",2:23,
2024-04-18,Pittsburgh Penguins,4,Colorado Avalanche,5,"18,129",2:29,OT
2024-04-18,New Jersey Devils,4,New York Islanders,0,"17,255",2:28,
2024-04-18,Edmonton Oilers,3,Ottawa Senators,5,"19,344",2:25,
2024-04-18,Florida Panthers,4,Philadelphia Flyers,1,"18,712",2:23,
2024-04-18,Montreal Canadiens,5,Seattle Kraken,1,"17,151",2:25,
2024-04-18,Winnipeg Jets,0,Washington Capitals,3,"18,573",2:24,
2024-04-18,Vegas Golden Knights,2,St. Louis Blues,1,"18,096",2:31,OT
2024-04-18,Los Angeles Kings,3,Vancouver Canucks,2,"18,870",2:24,
2024-04-18,Columbus Blue Jackets,2,Arizona Coyotes,6,"4,600",2:30,
2024-04-18,Calgary Flames,1,Chicago Blackhawks,3,"19,404",2:20,
2024-04-18,Montreal Canadiens,2,Colorado Avalanche,1,"18,119",2:29,
2024-04-18,Boston Bruins,4,Florida Panthers,3,"18,689",2:31,
2024-04-18,Vegas Golden Knights,4,Nashville Predators,5,"17,778",2:33,OT
2024-04-18,Philadelphia Flyers,5,New York Rangers,6,"18,006",2:40,OT
2024-04-18,Carolina Hurricanes,1,Pittsburgh Penguins,4,"17,913",2:34,
2024-04-18,Anaheim Ducks,0,Seattle Kraken,4,"17,151",2:20,
2024-04-18,Dallas Stars,6,San Jose Sharks,3,"12,208",2:31,
2024-04-18,New Jersey Devils,6,Toronto Maple Leafs,3,"18,360",2:22,
2024-04-18,Edmonton Oilers,4,Winnipeg Jets,3,"15,225",2:35,OT
2024-04-18,Detroit Red Wings,3,Washington Capitals,4,"18,573",2:37,OT
2024-04-18,Ottawa Senators,6,Buffalo Sabres,2,"14,583",2:26,
2024-04-18,Boston Bruins,1,Tampa Bay Lightning,3,"19,092",2:31,
2024-04-18,Nashville Predators,4,Arizona Coyotes,8,"4,600",2:29,
2024-04-18,Detroit Red Wings,0,Carolina Hurricanes,4,"18,906",2:22,
2024-04-18,New York Rangers,3,Colorado Avalanche,2,"18,130",2:46,SO
2024-04-18,Los Angeles Kings,1,Edmonton Oilers,4,"18,347",2:29,
2024-04-18,New York Islanders,3,Florida Panthers,2,"19,201",2:26,
2024-04-18,San Jose Sharks,1,Minnesota Wild,3,"18,589",2:25,
2024-04-18,Philadelphia Flyers,1,Montreal Canadiens,4,"21,205",2:40,
2024-04-18,Chicago Blackhawks,0,Ottawa Senators,2,"19,292",2:16,
2024-04-18,Columbus Blue Jackets,2,Pittsburgh Penguins,3,"18,191",2:24,
2024-04-18,Anaheim Ducks,2,Seattle Kraken,4,"17,151",2:30,
2024-04-18,Calgary Flames,3,St. Louis Blues,5,"18,096",2:29,
2024-04-18,Washington Capitals,1,Toronto Maple Leafs,5,"18,577",2:25,
2024-04-18,Dallas Stars,3,Vancouver Canucks,1,"18,987",2:29,
2024-04-18,Vegas Golden Knights,4,Winnipeg Jets,1,"15,225",2:36,
2024-04-18,New Jersey Devils,2,Buffalo Sabres,5,"15,721",2:22,
2024-04-18,New York Rangers,8,Arizona Coyotes,5,"4,600",2:35,
2024-04-18,Toronto Maple Leafs,3,Buffalo Sabres,0,"19,070",2:27,
2024-04-18,Pittsburgh Penguins,3,Columbus Blue Jackets,4,"18,873",2:44,SO
2024-04-18,Los Angeles Kings,2,Calgary Flames,4,"17,517",2:26,
2024-04-18,Nashville Predators,4,Colorado Avalanche,7,"18,121",2:42,
2024-04-18,Anaheim Ducks,1,Edmonton Oilers,6,"18,347",2:25,
2024-04-18,Detroit Red Wings,2,Florida Panthers,3,"19,290",2:42,SO
2024-04-18,Vegas Golden Knights,2,Minnesota Wild,1,"19,178",2:33,OT
2024-04-18,Carolina Hurricanes,3,Montreal Canadiens,0,"21,105",2:24,
2024-04-18,Chicago Blackhawks,5,Philadelphia Flyers,1,"19,250",2:21,
2024-04-18,Dallas Stars,3,Seattle Kraken,0,"17,151",2:27,
2024-04-18,San Jose Sharks,4,St. Louis Blues,0,"18,096",2:25,
2024-04-18,New York Islanders,1,Tampa Bay Lightning,4,"19,092",2:34,
2024-04-18,Ottawa Senators,3,Winnipeg Jets,2,"15,225",2:22,
2024-04-18,Boston Bruins,3,Washington Capitals,2,"18,573",2:40,SO
2024-04-18,Anaheim Ducks,2,Vancouver Canucks,3,"18,735",2:29,
2024-04-18,Colorado Avalanche,1,Columbus Blue Jackets,4,"16,731",2:29,
2024-04-18,Pittsburgh Penguins,5,New York Rangers,2,"18,006",2:30,
2024-04-18,New York Islanders,4,Philadelphia Flyers,3,"18,556",2:32,OT
2024-04-18,Seattle Kraken,4,San Jose Sharks,2,"11,559",2:24,
2024-04-18,Edmonton Oilers,2,St. Louis Blues,3,"18,096",2:42,OT
2024-04-18,Detroit Red Wings,4,Tampa Bay Lightning,2,"19,092",2:35,
2024-04-18,Florida Panthers,4,Toronto Maple Leafs,6,"18,776",2:29,
2024-04-18,Los Angeles Kings,3,Winnipeg Jets,4,"13,334",2:24,
2024-04-18,Washington Capitals,2,Buffalo Sabres,6,"14,390",2:24,
2024-04-18,Anaheim Ducks,5,Calgary Flames,3,"16,698",2:31,
2024-04-18,Ottawa Senators,2,Minnesota Wild,3,"18,056",2:27,
2024-04-18,Florida Panthers,3,Montreal Canadiens,5,"21,105",2:39,
2024-04-18,Pittsburgh Penguins,6,New Jersey Devils,3,"16,514",2:26,
2024-04-18,Boston Bruins,3,Nashville Predators,0,"17,476",2:28,
2024-04-18,Chicago Blackhawks,1,New York Islanders,2,"17,255",2:17,
2024-04-18,Vancouver Canucks,3,Vegas Golden Knights,6,"18,366",2:35,
2024-04-18,Vancouver Canucks,2,Arizona Coyotes,1,"4,600",2:32,
2024-04-18,Edmonton Oilers,0,Dallas Stars,5,"18,532",2:23,
2024-04-18,Seattle Kraken,2,Los Angeles Kings,5,"18,145",2:26,
2024-04-18,New Jersey Devils,3,New York Rangers,4,"18,006",2:38,
2024-04-18,Tampa Bay Lightning,4,Toronto Maple Leafs,1,"18,648",2:33,
2024-04-18,Boston Bruins,4,Carolina Hurricanes,1,"18,853",2:24,
2024-04-18,New York Islanders,4,Columbus Blue Jackets,2,"16,213",2:26,
2024-04-18,Colorado Avalanche,5,Minnesota Wild,2,"18,803",2:34,
2024-04-18,Tampa Bay Lightning,7,Montreal Canadiens,4,"21,105",2:37,
2024-04-18,St. Louis Blues,3,Nashville Predators,6,"17,420",2:34,
2024-04-18,Florida Panthers,6,Ottawa Senators,0,"17,653",2:21,
2024-04-18,Los Angeles Kings,2,San Jose Sharks,1,"12,266",2:23,
2024-04-18,Calgary Flames,2,Winnipeg Jets,5,"14,055",2:35,
2024-04-18,Pittsburgh Penguins,4,Washington Capitals,1,"18,573",2:30,
2024-04-18,Seattle Kraken,3,Anaheim Ducks,1,"17,174",2:23,
2024-04-18,Vegas Golden Knights,4,Arizona Coyotes,7,"4,600",2:37,
2024-04-18,Philadelphia Flyers,2,Buffalo Sabres,4,"15,783",2:19,
2024-04-18,Washington Capitals,2,Carolina Hurricanes,4,"18,724",2:32,
2024-04-18,New York Rangers,4,Detroit Red Wings,3,"19,515",2:35,
2024-04-18,Colorado Avalanche,2,Edmonton Oilers,6,"18,347",2:32,
2024-04-18,Florida Panthers,2,Boston Bruins,3,"17,850",2:46,OT
2024-04-18,Philadelphia Flyers,2,Columbus Blue Jackets,6,"18,323",2:27,
2024-04-18,Edmonton Oilers,4,Calgary Flames,2,"19,289",2:38,
2024-04-18,Dallas Stars,2,Chicago Blackhawks,3,"19,294",2:27,
2024-04-18,Vancouver Canucks,3,Los Angeles Kings,6,"18,190",2:26,
2024-04-18,Winnipeg Jets,4,Minnesota Wild,2,"18,989",2:21,
2024-04-18,Toronto Maple Leafs,4,Montreal Canadiens,2,"21,105",2:28,
2024-04-18,Nashville Predators,0,New York Islanders,2,"17,255",2:18,
2024-04-18,New Jersey Devils,4,Ottawa Senators,3,"19,146",2:30,
2024-04-18,Tampa Bay Lightning,4,Pittsburgh Penguins,5,"18,383",2:36,
2024-04-18,St. Louis Blues,2,San Jose Sharks,3,"15,603",2:33,OT
2024-04-18,St. Louis Blues,6,Anaheim Ducks,5,"16,421",2:39,SO
2024-04-18,Columbus Blue Jackets,0,Carolina Hurricanes,3,"18,837",2:21,
2024-04-18,Minnesota Wild,4,Chicago Blackhawks,0,"19,636",2:22,
2024-04-18,Dallas Stars,7,Colorado Avalanche,4,"18,116",2:29,
2024-04-18,Buffalo Sabres,1,Detroit Red Wings,3,"19,515",2:32,
2024-04-18,Nashville Predators,3,New Jersey Devils,2,"15,409",2:48,SO
2024-04-18,Montreal Canadiens,2,New York Rangers,5,"17,854",2:29,
2024-04-18,Arizona Coyotes,5,San Jose Sharks,2,"11,938",2:26,
2024-04-18,Ottawa Senators,3,Washington Capitals,2,"17,902",2:31,OT
2024-04-18,Pittsburgh Penguins,2,Toronto Maple Leafs,3,"18,441",2:30,OT
2024-04-18,Vegas Golden Knights,3,Vancouver Canucks,4,"18,899",2:28,
2024-04-18,Los Angeles Kings,1,Anaheim Ducks,3,"17,174",2:24,
2024-04-18,Carolina Hurricanes,4,Boston Bruins,1,"17,850",2:31,
2024-04-18,Minnesota Wild,2,Colorado Avalanche,5,"18,097",2:34,
2024-04-18,Buffalo Sabres,2,Dallas Stars,3,"18,532",2:40,
2024-04-18,Washington Capitals,2,Detroit Red Wings,1,"19,515",2:25,
2024-04-18,Ottawa Senators,0,Florida Panthers,2,"17,872",2:23,
2024-04-18,Philadelphia Flyers,3,Montreal Canadiens,9,"21,105",2:34,
2024-04-18,Toronto Maple Leafs,5,New Jersey Devils,2,"16,018",2:24,
2024-04-18,Winnipeg Jets,4,Nashville Predators,3,"17,262",2:28,OT
2024-04-18,New York Rangers,2,New York Islanders,4,"17,255",2:38,
2024-04-18,Arizona Coyotes,0,Seattle Kraken,5,"17,151",2:26,
2024-04-18,Calgary Flames,3,San Jose Sharks,2,"11,031",2:30,OT
2024-04-18,Columbus Blue Jackets,2,Tampa Bay Lightning,5,"19,092",2:32,
2024-04-18,Vegas Golden Knights,1,Edmonton Oilers,5,"18,347",2:23,
2024-04-18,Chicago Blackhawks,2,St. Louis Blues,5,"18,096",2:16,
2024-04-18,Arizona Coyotes,4,Vancouver Canucks,3,"18,856",2:39,OT
2024-04-18,Washington Capitals,2,Buffalo Sabres,4,"15,454",2:17,
2024-04-18,Winnipeg Jets,3,Dallas Stars,0,"18,532",2:17,
2024-04-18,Columbus Blue Jackets,0,Florida Panthers,4,"18,451",2:17,
2024-04-18,Calgary Flames,1,Los Angeles Kings,4,"17,340",2:24,
2024-04-18,Montreal Canadiens,2,New York Islanders,3,"17,255",2:26,OT
2024-04-18,Philadelphia Flyers,4,New York Rangers,1,"18,006",2:26,
2024-04-18,Detroit Red Wings,5,Pittsburgh Penguins,6,"18,294",2:37,OT
2024-04-18,San Jose Sharks,3,Seattle Kraken,1,"17,151",2:25,
2024-04-18,Ottawa Senators,3,Tampa Bay Lightning,2,"19,092",2:48,SO
2024-04-18,New Jersey Devils,6,Toronto Maple Leafs,5,"18,618",2:32,
2024-04-18,Calgary Flames,6,Anaheim Ducks,3,"17,174",2:30,
2024-04-18,Nashville Predators,5,Chicago Blackhawks,1,"19,449",2:24,
2024-04-18,Arizona Coyotes,3,Edmonton Oilers,2,"18,347",2:27,OT
2024-04-18,Carolina Hurricanes,5,St. Louis Blues,2,"18,096",2:23,
2024-04-18,Minnesota Wild,2,Vegas Golden Knights,7,"18,415",2:20,
2024-04-18,Winnipeg Jets,7,Colorado Avalanche,0,"18,121",2:22,
2024-04-18,Seattle Kraken,1,Dallas Stars,3,"18,532",2:23,
2024-04-18,Vancouver Canucks,3,Edmonton Oilers,1,"18,347",2:26,
2024-04-18,Buffalo Sabres,2,Florida Panthers,3,"19,319",2:29,OT
2024-04-18,Anaheim Ducks,1,Los Angeles Kings,3,"18,133",2:15,
2024-04-18,Columbus Blue Jackets,4,Nashville Predators,6,"17,282",2:31,
2024-04-18,New York Islanders,2,New York Rangers,3,"18,006",2:49,SO
2024-04-18,Montreal Canadiens,4,Ottawa Senators,5,"19,337",2:39,SO
2024-04-18,New Jersey Devils,0,Philadelphia Flyers,1,"19,649",2:19,
2024-04-18,Boston Bruins,6,Pittsburgh Penguins,4,"18,393",2:31,
2024-04-18,Minnesota Wild,6,San Jose Sharks,2,"17,435",2:30,
2024-04-18,Detroit Red Wings,5,Toronto Maple Leafs,4,"19,123",2:38,OT
2024-04-18,Tampa Bay Lightning,2,Washington Capitals,4,"18,573",2:41,
2024-04-18,Arizona Coyotes,5,Calgary Flames,6,"17,247",2:34,
2024-04-18,Carolina Hurricanes,4,Chicago Blackhawks,2,"18,742",2:24,
2024-04-18,Seattle Kraken,1,St. Louis Blues,4,"18,096",2:19,
2024-04-18,Colorado Avalanche,3,Vegas Golden Knights,4,"18,239",2:37,OT
2024-04-18,Montreal Canadiens,4,Detroit Red Wings,5,"19,515",2:34,OT
2024-04-18,San Jose Sharks,2,Edmonton Oilers,9,"18,347",2:21,
2024-04-18,Minnesota Wild,3,Los Angeles Kings,1,"17,654",2:21,
2024-04-18,New York Islanders,4,New Jersey Devils,1,"16,514",2:22,
2024-04-18,Ottawa Senators,0,New York Rangers,4,"18,006",2:23,
2024-04-18,Nashville Predators,2,Pittsburgh Penguins,4,"18,198",2:32,
2024-04-18,Buffalo Sabres,4,Tampa Bay Lightning,2,"19,092",2:28,
2024-04-18,Boston Bruins,0,Washington Capitals,2,"18,573",2:28,
2024-04-18,Ottawa Senators,3,Boston Bruins,1,"17,850",2:23,
2024-04-18,Carolina Hurricanes,3,Columbus Blue Jackets,6,"17,289",2:19,
2024-04-18,Toronto Maple Leafs,2,Florida Panthers,5,"18,317",2:39,
2024-04-18,Detroit Red Wings,5,Montreal Canadiens,4,"21,105",2:40,SO
2024-04-18,Washington Capitals,2,Philadelphia Flyers,1,"19,411",2:34,
2024-04-18,Calgary Flames,1,Vancouver Canucks,4,"18,918",2:30,
2024-04-18,Chicago Blackhawks,1,Vegas Golden Knights,3,"18,222",2:25,
2024-04-18,Seattle Kraken,3,Winnipeg Jets,4,"15,225",2:12,
2024-04-18,Edmonton Oilers,2,Arizona Coyotes,5,"4,600",2:29,
2024-04-18,St. Louis Blues,1,Dallas Stars,2,"18,532",2:29,SO
2024-04-18,Pittsburgh Penguins,4,New York Islanders,5,"17,255",2:40,
2024-04-18,Toronto Maple Leafs,4,Tampa Bay Lightning,6,"19,092",2:26,
2024-04-18,San Jose Sharks,1,Calgary Flames,5,"17,946",2:19,
2024-04-18,Edmonton Oilers,1,Colorado Avalanche,5,"18,129",2:24,
2024-04-18,Chicago Blackhawks,4,Los Angeles Kings,5,"18,145",2:20,OT
2024-04-18,Seattle Kraken,4,Minnesota Wild,3,"19,138",2:26,
2024-04-18,Anaheim Ducks,4,Vegas Golden Knights,1,"18,109",2:19,
2024-04-18,Vancouver Canucks,2,Winnipeg Jets,4,"15,225",2:19,
